Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Source of gene name
2	95402708	95416616	FAHD2A	HGNC Symbol
2	120240064	120294710	RALB	HGNC Symbol
2	120240064	120294710	RALB	HGNC Symbol
2	190646746	190692766	NAB1	HGNC Symbol
2	190646746	190692766	NAB1	HGNC Symbol
2	190646746	190692766	NAB1	HGNC Symbol
2	96859718	96870757	SEMA4C	HGNC Symbol
2	218398256	218405941	CTDSP1	HGNC Symbol
2	218398256	218405941	CTDSP1	HGNC Symbol
2	120346136	120351803	INHBB	HGNC Symbol
2	147930397	148021604	ORC4	HGNC Symbol
2	147930397	148021604	ORC4	HGNC Symbol
2	147930397	148021604	ORC4	HGNC Symbol
2	147930397	148021604	ORC4	HGNC Symbol
2	147930397	148021604	ORC4	HGNC Symbol
2	219195237	219209651	ZFAND2B	HGNC Symbol
2	219195237	219209651	ZFAND2B	HGNC Symbol
2	219195237	219209651	ZFAND2B	HGNC Symbol
2	219195237	219209651	ZFAND2B	HGNC Symbol
2	11444375	11466177	E2F6	HGNC Symbol
2	11444375	11466177	E2F6	HGNC Symbol
2	11444375	11466177	E2F6	HGNC Symbol
2	11444375	11466177	E2F6	HGNC Symbol
2	147844517	147930826	ACVR2A	HGNC Symbol
2	147844517	147930826	ACVR2A	HGNC Symbol
2	147844517	147930826	ACVR2A	HGNC Symbol
2	37201612	37231596	CEBPZ	HGNC Symbol
2	127436207	127526886	IWS1	HGNC Symbol
2	37167820	37196598	SULT6B1	HGNC Symbol
2	148021011	148516971	MBD5	HGNC Symbol
2	37196488	37216193	CEBPZOS	HGNC Symbol
2	37196488	37216193	CEBPZOS	HGNC Symbol
2	37196488	37216193	CEBPZOS	HGNC Symbol
2	37196488	37216193	CEBPZOS	HGNC Symbol
2	37196488	37216193	CEBPZOS	HGNC Symbol
2	86106223	86142157	PTCD3	HGNC Symbol
2	190964358	191020960	STAT1	HGNC Symbol
2	190964358	191020960	STAT1	HGNC Symbol
2	190964358	191020960	STAT1	HGNC Symbol
2	96875882	96986580	FAM178B	HGNC Symbol
2	96875882	96986580	FAM178B	HGNC Symbol
2	95592018	95599778	TRIM43	HGNC Symbol
2	201233443	201287711	CASP8	HGNC Symbol
2	201233443	201287711	CASP8	HGNC Symbol
2	201233443	201287711	CASP8	HGNC Symbol
2	201233443	201287711	CASP8	HGNC Symbol
2	201233443	201287711	CASP8	HGNC Symbol
2	201233443	201287711	CASP8	HGNC Symbol
2	190880827	190965552	GLS	HGNC Symbol
2	190880827	190965552	GLS	HGNC Symbol
2	212999691	213152427	IKZF2	HGNC Symbol
2	212999691	213152427	IKZF2	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	54972187	55112621	RTN4	HGNC Symbol
2	109792758	109857705	RGPD5	HGNC Symbol
2	109792758	109857705	RGPD5	HGNC Symbol
2	109792758	109857705	RGPD5	HGNC Symbol
2	219253243	219272188	TUBA4B	HGNC Symbol
2	219229757	219236669	ANKZF1	HGNC Symbol
2	219229757	219236669	ANKZF1	HGNC Symbol
2	219229757	219236669	ANKZF1	HGNC Symbol
2	170783786	170798971	ERICH2	HGNC Symbol
2	181954241	182131398	PPP1R1C	HGNC Symbol
2	181954241	182131398	PPP1R1C	HGNC Symbol
2	181954241	182131398	PPP1R1C	HGNC Symbol
2	72175984	72826041	EXOC6B	HGNC Symbol
2	72175984	72826041	EXOC6B	HGNC Symbol
2	170715351	170718078	SP5	HGNC Symbol
2	170813213	170861151	GAD1	HGNC Symbol
2	170813213	170861151	GAD1	HGNC Symbol
2	170813213	170861151	GAD1	HGNC Symbol
2	207821288	208025527	PLEKHM3	HGNC Symbol
2	159803355	159904756	LY75	HGNC Symbol
2	152116801	152175763	STAM2	HGNC Symbol
2	219249710	219278170	TUBA4A	HGNC Symbol
2	219249710	219278170	TUBA4A	HGNC Symbol
2	159771851	159904710	LY75-CD302	HGNC Symbol
2	159771851	159904710	LY75-CD302	HGNC Symbol
2	219245455	219250337	STK16	HGNC Symbol
2	219245455	219250337	STK16	HGNC Symbol
2	219245455	219250337	STK16	HGNC Symbol
2	219245455	219250337	STK16	HGNC Symbol
2	43675151	43676429	C1GALT1C1L	HGNC Symbol
2	43637260	43767987	PLEKHH2	HGNC Symbol
2	159712457	159771027	MARCH7	HGNC Symbol
2	159712457	159771027	MARCH7	HGNC Symbol
2	159712457	159771027	MARCH7	HGNC Symbol
2	159712457	159771027	MARCH7	HGNC Symbol
2	219236598	219245478	GLB1L	HGNC Symbol
2	219236598	219245478	GLB1L	HGNC Symbol
2	219236598	219245478	GLB1L	HGNC Symbol
2	159768628	159798255	CD302	HGNC Symbol
2	159768628	159798255	CD302	HGNC Symbol
2	159768628	159798255	CD302	HGNC Symbol
2	100391860	100417668	CHST10	HGNC Symbol
2	100391860	100417668	CHST10	HGNC Symbol
2	208121607	208124524	CRYGD	HGNC Symbol
2	208128137	208129828	CRYGC	HGNC Symbol
2	208142573	208146158	CRYGB	HGNC Symbol
2	231523187	231530445	NMUR1	HGNC Symbol
2	70209444	70248660	TIA1	HGNC Symbol
2	70209444	70248660	TIA1	HGNC Symbol
2	70209444	70248660	TIA1	HGNC Symbol
2	70209444	70248660	TIA1	HGNC Symbol
2	70209444	70248660	TIA1	HGNC Symbol
2	70209444	70248660	TIA1	HGNC Symbol
2	208160740	208163576	CRYGA	HGNC Symbol
2	231592901	231594283	TEX44	HGNC Symbol
2	11482341	11642788	GREB1	HGNC Symbol
2	11482341	11642788	GREB1	HGNC Symbol
2	11482341	11642788	GREB1	HGNC Symbol
2	11482341	11642788	GREB1	HGNC Symbol
2	231706895	231713541	PTMA	HGNC Symbol
2	231706895	231713541	PTMA	HGNC Symbol
2	180967248	181076585	UBE2E3	HGNC Symbol
2	180967248	181076585	UBE2E3	HGNC Symbol
2	180967248	181076585	UBE2E3	HGNC Symbol
2	180967248	181076585	UBE2E3	HGNC Symbol
2	37231631	37253403	NDUFAF7	HGNC Symbol
2	37231631	37253403	NDUFAF7	HGNC Symbol
2	100470482	100483280	NMS	HGNC Symbol
2	70149880	70248615	C2orf42	HGNC Symbol
2	70149880	70248615	C2orf42	HGNC Symbol
2	120735623	120992653	GLI2	HGNC Symbol
2	120735623	120992653	GLI2	HGNC Symbol
2	37250502	37324808	PRKD3	HGNC Symbol
2	37250502	37324808	PRKD3	HGNC Symbol
2	201182881	201229406	CASP10	HGNC Symbol
2	201182881	201229406	CASP10	HGNC Symbol
2	201182881	201229406	CASP10	HGNC Symbol
2	201182881	201229406	CASP10	HGNC Symbol
2	201182881	201229406	CASP10	HGNC Symbol
2	201182881	201229406	CASP10	HGNC Symbol
2	97083583	97094882	FAHD2B	HGNC Symbol
2	97083583	97094882	FAHD2B	HGNC Symbol
2	208165343	208190030	C2orf80	HGNC Symbol
2	32165841	32224379	SLC30A6	HGNC Symbol
2	32165841	32224379	SLC30A6	HGNC Symbol
2	32165841	32224379	SLC30A6	HGNC Symbol
2	32165841	32224379	SLC30A6	HGNC Symbol
2	32165841	32224379	SLC30A6	HGNC Symbol
2	72887382	72892158	SPR	HGNC Symbol
2	11658178	11670195	NTSR2	HGNC Symbol
2	219219380	219229717	ATG9A	HGNC Symbol
2	219219380	219229717	ATG9A	HGNC Symbol
2	219219380	219229717	ATG9A	HGNC Symbol
2	32224453	32265732	NLRC4	HGNC Symbol
2	32224453	32265732	NLRC4	HGNC Symbol
2	32224453	32265732	NLRC4	HGNC Symbol
2	100562993	100576739	PDCL3	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	85837120	85905199	ST3GAL5	HGNC Symbol
2	72916260	72936071	EMX1	HGNC Symbol
2	32277904	32316594	YIPF4	HGNC Symbol
2	219209772	219218994	ABCB6	HGNC Symbol
2	219209772	219218994	ABCB6	HGNC Symbol
2	43774039	43810010	DYNC2LI1	HGNC Symbol
2	43774039	43810010	DYNC2LI1	HGNC Symbol
2	43774039	43810010	DYNC2LI1	HGNC Symbol
2	218419092	218453295	VIL1	HGNC Symbol
2	121216587	121285202	TFCP2L1	HGNC Symbol
2	182140036	182523192	PDE1A	HGNC Symbol
2	182140036	182523192	PDE1A	HGNC Symbol
2	182140036	182523192	PDE1A	HGNC Symbol
2	182140036	182523192	PDE1A	HGNC Symbol
2	182140036	182523192	PDE1A	HGNC Symbol
2	218450251	218568351	USP37	HGNC Symbol
2	218450251	218568351	USP37	HGNC Symbol
2	218450251	218568351	USP37	HGNC Symbol
2	127535802	127637729	MYO7B	HGNC Symbol
2	127535802	127637729	MYO7B	HGNC Symbol
2	230327184	230403732	SP140L	HGNC Symbol
2	230327184	230403732	SP140L	HGNC Symbol
2	230327184	230403732	SP140L	HGNC Symbol
2	152335174	152649826	FMNL2	HGNC Symbol
2	201288271	201357398	FLACC1	HGNC Symbol
2	201288271	201357398	FLACC1	HGNC Symbol
2	201288271	201357398	FLACC1	HGNC Symbol
2	201288271	201357398	FLACC1	HGNC Symbol
2	43812560	43838865	ABCG5	HGNC Symbol
2	43831942	43882988	ABCG8	HGNC Symbol
2	55172547	55232563	CLHC1	HGNC Symbol
2	55172547	55232563	CLHC1	HGNC Symbol
2	55172547	55232563	CLHC1	HGNC Symbol
2	55231903	55235853	RPS27A	HGNC Symbol
2	55231903	55235853	RPS27A	HGNC Symbol
2	55231903	55235853	RPS27A	HGNC Symbol
2	32357028	32618899	BIRC6	HGNC Symbol
2	208236227	208266074	IDH1	HGNC Symbol
2	208236227	208266074	IDH1	HGNC Symbol
2	208236227	208266074	IDH1	HGNC Symbol
2	109898428	109924868	LIMS3	HGNC Symbol
2	112645939	112663825	SLC20A1	HGNC Symbol
2	101007617	101252866	TBC1D8	HGNC Symbol
2	101007617	101252866	TBC1D8	HGNC Symbol
2	101002229	101024032	RPL31	HGNC Symbol
2	101002229	101024032	RPL31	HGNC Symbol
2	101002229	101024032	RPL31	HGNC Symbol
2	101002229	101024032	RPL31	HGNC Symbol
2	44361947	44772592	CAMKMT	HGNC Symbol
2	182716041	182794464	DNAJC10	HGNC Symbol
2	182716041	182794464	DNAJC10	HGNC Symbol
2	100820139	100996829	NPAS2	HGNC Symbol
2	11677595	11827409	LPIN1	HGNC Symbol
2	11677595	11827409	LPIN1	HGNC Symbol
2	11677595	11827409	LPIN1	HGNC Symbol
2	231732433	231786272	PDE6D	HGNC Symbol
2	231732433	231786272	PDE6D	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	231781671	231809254	COPS7B	HGNC Symbol
2	241675747	241686944	DTYMK	HGNC Symbol
2	44941702	44946071	SIX3	HGNC Symbol
2	182833275	182866637	FRZB	HGNC Symbol
2	37342827	37373322	QPCT	HGNC Symbol
2	110083870	110116566	MALL	HGNC Symbol
2	159932006	160062615	PLA2R1	HGNC Symbol
2	159932006	160062615	PLA2R1	HGNC Symbol
2	112736349	112764664	CKAP2L	HGNC Symbol
2	112721486	112742879	NT5DC4	HGNC Symbol
2	45005182	45009452	SIX2	HGNC Symbol
2	96021946	96039451	GPAT2	HGNC Symbol
2	96021946	96039451	GPAT2	HGNC Symbol
2	96021946	96039451	GPAT2	HGNC Symbol
2	72942036	73075619	SFXN5	HGNC Symbol
2	72942036	73075619	SFXN5	HGNC Symbol
2	32628032	32821051	TTC27	HGNC Symbol
2	121726945	121736911	NIFK	HGNC Symbol
2	170928464	170967130	GORASP2	HGNC Symbol
2	73073382	73156721	RAB11FIP5	HGNC Symbol
2	241687085	241729478	ING5	HGNC Symbol
2	241687085	241729478	ING5	HGNC Symbol
2	241687085	241729478	ING5	HGNC Symbol
2	43230836	43596046	THADA	HGNC Symbol
2	43230836	43596046	THADA	HGNC Symbol
2	43230836	43596046	THADA	HGNC Symbol
2	43230836	43596046	THADA	HGNC Symbol
2	230203110	230313215	SP140	HGNC Symbol
2	230203110	230313215	SP140	HGNC Symbol
2	230203110	230313215	SP140	HGNC Symbol
2	230203110	230313215	SP140	HGNC Symbol
2	230203110	230313215	SP140	HGNC Symbol
2	119429901	119438504	TMEM37	HGNC Symbol
2	42767089	42792593	HAAO	HGNC Symbol
2	230167293	230225729	SP110	HGNC Symbol
2	230167293	230225729	SP110	HGNC Symbol
2	230167293	230225729	SP110	HGNC Symbol
2	230167293	230225729	SP110	HGNC Symbol
2	159318979	159616569	BAZ2B	HGNC Symbol
2	159318979	159616569	BAZ2B	HGNC Symbol
2	31173056	31233858	CAPN14	HGNC Symbol
2	119439843	119525301	SCTR	HGNC Symbol
2	68157888	68176238	PNO1	HGNC Symbol
2	203867771	203873965	CTLA4	HGNC Symbol
2	203867771	203873965	CTLA4	HGNC Symbol
2	68178857	68256237	PPP3R1	HGNC Symbol
2	68122936	68157549	WDR92	HGNC Symbol
2	68122936	68157549	WDR92	HGNC Symbol
2	5692384	5701385	SOX11	HGNC Symbol
2	31234152	31269451	EHD3	HGNC Symbol
2	127298730	127388465	MAP3K2	HGNC Symbol
2	127298730	127388465	MAP3K2	HGNC Symbol
2	203936748	203961577	ICOS	HGNC Symbol
2	23385179	23708611	KLHL29	HGNC Symbol
2	96705929	96740064	LMAN2L	HGNC Symbol
2	96705929	96740064	LMAN2L	HGNC Symbol
2	31334321	31414742	XDH	HGNC Symbol
2	27098889	27119128	CGREF1	HGNC Symbol
2	27098889	27119128	CGREF1	HGNC Symbol
2	27098889	27119128	CGREF1	HGNC Symbol
2	27098889	27119128	CGREF1	HGNC Symbol
2	108534355	108687246	LIMS1	HGNC Symbol
2	108534355	108687246	LIMS1	HGNC Symbol
2	108534355	108687246	LIMS1	HGNC Symbol
2	108534355	108687246	LIMS1	HGNC Symbol
2	108534355	108687246	LIMS1	HGNC Symbol
2	108534355	108687246	LIMS1	HGNC Symbol
2	27086747	27100762	KHK	HGNC Symbol
2	27086747	27100762	KHK	HGNC Symbol
2	27130756	27134666	PREB	HGNC Symbol
2	27130756	27134666	PREB	HGNC Symbol
2	27123789	27130812	ABHD1	HGNC Symbol
2	130074030	130129222	POTEF	HGNC Symbol
2	31522480	31580938	SRD5A2	HGNC Symbol
2	85657314	85668741	SFTPB	HGNC Symbol
2	130139287	130145134	CCDC74B	HGNC Symbol
2	130139287	130145134	CCDC74B	HGNC Symbol
2	108719482	108785809	RANBP2	HGNC Symbol
2	96760902	96811874	CNNM4	HGNC Symbol
2	23748664	23927123	ATAD2B	HGNC Symbol
2	178451346	178461409	PJVK	HGNC Symbol
2	178451346	178461409	PJVK	HGNC Symbol
2	178451346	178461409	PJVK	HGNC Symbol
2	178451346	178461409	PJVK	HGNC Symbol
2	178451346	178461409	PJVK	HGNC Symbol
2	178451346	178461409	PJVK	HGNC Symbol
2	68284171	68320051	CNRIP1	HGNC Symbol
2	68284171	68320051	CNRIP1	HGNC Symbol
2	178431414	178451512	PRKRA	HGNC Symbol
2	178431414	178451512	PRKRA	HGNC Symbol
2	178431414	178451512	PRKRA	HGNC Symbol
2	169827458	170084131	UBR3	HGNC Symbol
2	60756253	60802086	PAPOLG	HGNC Symbol
2	9488486	9556732	ADAM17	HGNC Symbol
2	119544432	119662251	CFAP221	HGNC Symbol
2	112370092	112434488	RGPD8	HGNC Symbol
2	27889941	28338901	BABAM2	HGNC Symbol
2	27889941	28338901	BABAM2	HGNC Symbol
2	27889941	28338901	BABAM2	HGNC Symbol
2	27889941	28338901	BABAM2	HGNC Symbol
2	27889941	28338901	BABAM2	HGNC Symbol
2	119759922	119984899	PTPN4	HGNC Symbol
2	142877657	143055833	KYNU	HGNC Symbol
2	142877657	143055833	KYNU	HGNC Symbol
2	142877657	143055833	KYNU	HGNC Symbol
2	9473658	9496543	IAH1	HGNC Symbol
2	9473658	9496543	IAH1	HGNC Symbol
2	9473658	9496543	IAH1	HGNC Symbol
2	96824526	96857934	ANKRD23	HGNC Symbol
2	96824526	96857934	ANKRD23	HGNC Symbol
2	96836611	96858016	ANKRD39	HGNC Symbol
2	96836611	96858016	ANKRD39	HGNC Symbol
2	96816245	96835382	CNNM3	HGNC Symbol
2	96816245	96835382	CNNM3	HGNC Symbol
2	241551424	241574131	BOK	HGNC Symbol
2	165469647	165689407	CSRNP3	HGNC Symbol
2	165469647	165689407	CSRNP3	HGNC Symbol
2	165469647	165689407	CSRNP3	HGNC Symbol
2	27771717	27988087	MRPL33	HGNC Symbol
2	27771717	27988087	MRPL33	HGNC Symbol
2	27781379	27890681	RBKS	HGNC Symbol
2	68365282	68397453	PLEK	HGNC Symbol
2	112482156	112541739	TTL	HGNC Symbol
2	43222402	43226606	ZFP36L2	HGNC Symbol
2	189879609	190203484	C2orf88	HGNC Symbol
2	189879609	190203484	C2orf88	HGNC Symbol
2	189879609	190203484	C2orf88	HGNC Symbol
2	189879609	190203484	C2orf88	HGNC Symbol
2	190055697	190062729	MSTN	HGNC Symbol
2	190189735	190344193	HIBCH	HGNC Symbol
2	190189735	190344193	HIBCH	HGNC Symbol
2	63588609	63607197	MDH1	HGNC Symbol
2	63588609	63607197	MDH1	HGNC Symbol
2	63588609	63607197	MDH1	HGNC Symbol
2	178194481	178402893	OSBPL6	HGNC Symbol
2	178194481	178402893	OSBPL6	HGNC Symbol
2	178194481	178402893	OSBPL6	HGNC Symbol
2	178194481	178402893	OSBPL6	HGNC Symbol
2	178194481	178402893	OSBPL6	HGNC Symbol
2	178194481	178402893	OSBPL6	HGNC Symbol
2	26308173	26346817	ADGRF3	HGNC Symbol
2	26308173	26346817	ADGRF3	HGNC Symbol
2	26308173	26346817	ADGRF3	HGNC Symbol
2	26308173	26346817	ADGRF3	HGNC Symbol
2	26308547	26395891	SELENOI	HGNC Symbol
2	111898479	112029561	MERTK	HGNC Symbol
2	111898479	112029561	MERTK	HGNC Symbol
2	42494569	42756947	MTA3	HGNC Symbol
2	42494569	42756947	MTA3	HGNC Symbol
2	42494569	42756947	MTA3	HGNC Symbol
2	42494569	42756947	MTA3	HGNC Symbol
2	201071433	201085750	NDUFB3	HGNC Symbol
2	201071433	201085750	NDUFB3	HGNC Symbol
2	201071433	201085750	NDUFB3	HGNC Symbol
2	200908977	200963680	ORC2	HGNC Symbol
2	206939554	206969474	CPO	HGNC Symbol
2	159235793	159286799	WDSUB1	HGNC Symbol
2	159235793	159286799	WDSUB1	HGNC Symbol
2	159235793	159286799	WDSUB1	HGNC Symbol
2	159235793	159286799	WDSUB1	HGNC Symbol
2	159235793	159286799	WDSUB1	HGNC Symbol
2	950849	1367613	SNTG2	HGNC Symbol
2	80288351	80304752	LRRTM1	HGNC Symbol
2	80288351	80304752	LRRTM1	HGNC Symbol
2	80288351	80304752	LRRTM1	HGNC Symbol
2	80288351	80304752	LRRTM1	HGNC Symbol
2	79185231	80648861	CTNNA2	HGNC Symbol
2	79185231	80648861	CTNNA2	HGNC Symbol
2	79185231	80648861	CTNNA2	HGNC Symbol
2	79185231	80648861	CTNNA2	HGNC Symbol
2	79185231	80648861	CTNNA2	HGNC Symbol
2	79185231	80648861	CTNNA2	HGNC Symbol
2	112055269	112119318	TMEM87B	HGNC Symbol
2	79157003	79159753	REG3A	HGNC Symbol
2	79157003	79159753	REG3A	HGNC Symbol
2	79157003	79159753	REG3A	HGNC Symbol
2	169791933	169812064	SSB	HGNC Symbol
2	169791933	169812064	SSB	HGNC Symbol
2	169810081	169824931	METTL5	HGNC Symbol
2	169810081	169824931	METTL5	HGNC Symbol
2	169810081	169824931	METTL5	HGNC Symbol
2	218274197	218292586	TMBIM1	HGNC Symbol
2	218274197	218292586	TMBIM1	HGNC Symbol
2	218274197	218292586	TMBIM1	HGNC Symbol
2	60450520	60555154	BCL11A	HGNC Symbol
2	60450520	60555154	BCL11A	HGNC Symbol
2	60450520	60555154	BCL11A	HGNC Symbol
2	60450520	60555154	BCL11A	HGNC Symbol
2	207074137	207167267	KLF7	HGNC Symbol
2	207074137	207167267	KLF7	HGNC Symbol
2	207074137	207167267	KLF7	HGNC Symbol
2	207074137	207167267	KLF7	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	207580631	207625928	METTL21A	HGNC Symbol
2	95145000	95165413	ZNF514	HGNC Symbol
2	95145000	95165413	ZNF514	HGNC Symbol
2	95085369	95149434	MRPS5	HGNC Symbol
2	207529737	207605988	CREB1	HGNC Symbol
2	207529737	207605988	CREB1	HGNC Symbol
2	207529737	207605988	CREB1	HGNC Symbol
2	218356857	218368099	CATIP	HGNC Symbol
2	112138385	112188218	FBLN7	HGNC Symbol
2	112138385	112188218	FBLN7	HGNC Symbol
2	218270392	218346793	PNKD	HGNC Symbol
2	218270392	218346793	PNKD	HGNC Symbol
2	218270392	218346793	PNKD	HGNC Symbol
2	128236716	128318868	HS6ST1	HGNC Symbol
2	54330034	54383742	C2orf73	HGNC Symbol
2	127257290	127294176	ERCC3	HGNC Symbol
2	178112424	178139011	RBM45	HGNC Symbol
2	68041130	68110948	C1D	HGNC Symbol
2	68041130	68110948	C1D	HGNC Symbol
2	68041130	68110948	C1D	HGNC Symbol
2	203706475	203738912	CD28	HGNC Symbol
2	203706475	203738912	CD28	HGNC Symbol
2	112211529	112255136	ZC3H8	HGNC Symbol
2	230034982	230068993	SLC16A14	HGNC Symbol
2	72129238	72148038	CYP26B1	HGNC Symbol
2	72129238	72148038	CYP26B1	HGNC Symbol
2	112275597	112340063	ZC3H6	HGNC Symbol
2	95165432	95184317	ZNF2	HGNC Symbol
2	95165432	95184317	ZNF2	HGNC Symbol
2	95165432	95184317	ZNF2	HGNC Symbol
2	95165432	95184317	ZNF2	HGNC Symbol
2	95165432	95184317	ZNF2	HGNC Symbol
2	140231423	142131701	LRP1B	HGNC Symbol
2	42762481	42764261	OXER1	HGNC Symbol
2	219627394	219641980	SLC4A3	HGNC Symbol
2	219627394	219641980	SLC4A3	HGNC Symbol
2	219627394	219641980	SLC4A3	HGNC Symbol
2	219627394	219641980	SLC4A3	HGNC Symbol
2	63050057	63057836	OTX1	HGNC Symbol
2	63050057	63057836	OTX1	HGNC Symbol
2	63119559	63827843	WDPCP	HGNC Symbol
2	63119559	63827843	WDPCP	HGNC Symbol
2	129979664	129982738	RAB6C	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	119366921	119372560	DBI	HGNC Symbol
2	200973718	201071671	FAM126B	HGNC Symbol
2	95025677	95053992	MAL	HGNC Symbol
2	95025677	95053992	MAL	HGNC Symbol
2	95025677	95053992	MAL	HGNC Symbol
2	95025677	95053992	MAL	HGNC Symbol
2	158968640	159232659	TANC1	HGNC Symbol
2	1374066	1543711	TPO	HGNC Symbol
2	1374066	1543711	TPO	HGNC Symbol
2	1374066	1543711	TPO	HGNC Symbol
2	1374066	1543711	TPO	HGNC Symbol
2	128091200	128195677	UGGT1	HGNC Symbol
2	27078567	27086408	EMILIN1	HGNC Symbol
2	229922302	230013119	FBXO36	HGNC Symbol
2	21123917	21143272	TDRD15	HGNC Symbol
2	21123917	21143272	TDRD15	HGNC Symbol
2	138669157	138780390	NXPH2	HGNC Symbol
2	149329985	149474138	LYPD6	HGNC Symbol
2	149329985	149474138	LYPD6	HGNC Symbol
2	149329985	149474138	LYPD6	HGNC Symbol
2	38981396	39124345	SOS1	HGNC Symbol
2	38981396	39124345	SOS1	HGNC Symbol
2	16549459	16666331	FAM49A	HGNC Symbol
2	16549459	16666331	FAM49A	HGNC Symbol
2	97713560	97739862	ZAP70	HGNC Symbol
2	97713560	97739862	ZAP70	HGNC Symbol
2	134964485	135047468	MAP3K19	HGNC Symbol
2	134964485	135047468	MAP3K19	HGNC Symbol
2	134964485	135047468	MAP3K19	HGNC Symbol
2	134964485	135047468	MAP3K19	HGNC Symbol
2	134964485	135047468	MAP3K19	HGNC Symbol
2	134964485	135047468	MAP3K19	HGNC Symbol
2	162318840	162371595	GCA	HGNC Symbol
2	162318840	162371595	GCA	HGNC Symbol
2	162371407	162838730	KCNH7	HGNC Symbol
2	162371407	162838730	KCNH7	HGNC Symbol
2	153871922	154453979	GALNT13	HGNC Symbol
2	153871922	154453979	GALNT13	HGNC Symbol
2	96325331	96330517	ITPRIPL1	HGNC Symbol
2	96325331	96330517	ITPRIPL1	HGNC Symbol
2	96325331	96330517	ITPRIPL1	HGNC Symbol
2	97756333	97995948	TMEM131	HGNC Symbol
2	175176258	175184607	ATP5MC3	HGNC Symbol
2	175176258	175184607	ATP5MC3	HGNC Symbol
2	175176258	175184607	ATP5MC3	HGNC Symbol
2	216632828	216664436	IGFBP2	HGNC Symbol
2	216632828	216664436	IGFBP2	HGNC Symbol
2	27370496	27377535	SNX17	HGNC Symbol
2	27370496	27377535	SNX17	HGNC Symbol
2	149569637	149587778	MMADHC	HGNC Symbol
2	149569637	149587778	MMADHC	HGNC Symbol
2	199955317	200008540	MAIP1	HGNC Symbol
2	199955317	200008540	MAIP1	HGNC Symbol
2	199928913	199955736	TYW5	HGNC Symbol
2	27377235	27380790	ZNF513	HGNC Symbol
2	27377235	27380790	ZNF513	HGNC Symbol
2	154697855	154858354	KCNJ3	HGNC Symbol
2	154697855	154858354	KCNJ3	HGNC Symbol
2	38814	46870	FAM110C	HGNC Symbol
2	26401920	26456711	DRC1	HGNC Symbol
2	199911293	199955935	C2orf69	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	227325151	227357836	MFF	HGNC Symbol
2	113889960	113962596	ACTR3	HGNC Symbol
2	113889960	113962596	ACTR3	HGNC Symbol
2	28751640	28802940	PPP1CB	HGNC Symbol
2	28751640	28802940	PPP1CB	HGNC Symbol
2	28751640	28802940	PPP1CB	HGNC Symbol
2	28849821	28870309	TRMT61B	HGNC Symbol
2	28782517	28850611	SPDYA	HGNC Symbol
2	28782517	28850611	SPDYA	HGNC Symbol
2	227164565	227314792	COL4A3	HGNC Symbol
2	17510584	17518439	RAD51AP2	HGNC Symbol
2	17539126	17657018	VSNL1	HGNC Symbol
2	17539126	17657018	VSNL1	HGNC Symbol
2	17539126	17657018	VSNL1	HGNC Symbol
2	55634061	55693863	PNPT1	HGNC Symbol
